ID;Nombre;IdFutbin;Enlace;Media;Calidad;Equipo;Liga;Pais;Ritmo;Tiro;Pase;Regate;Defensa;Fisico
4995;Kenneth Taylor;36589;https://www.futbin.com/25/player/36589/kenneth-taylor;74;silver;Ajax;Eredivisie;Netherlands;74;68;76;74;60;69
4996;Nahuel Tenaglia;36590;https://www.futbin.com/25/player/36590/nahuel-tenaglia;74;silver;D. Alavés;LALIGA EA SPORTS;Argentina;71;43;65;72;74;79
4997;Arnau Tenas Ureña;36591;https://www.futbin.com/25/player/36591/arnau-tenas-urena;74;silver;Paris SG;Ligue 1 Uber Eats;Spain;73;70;80;77;52;72
4998;William Tesillo;36592;https://www.futbin.com/25/player/36592/william-tesillo;74;silver;Atl. Nacional;Liga Colombia;Colombia;64;29;62;67;76;74
4999;Alyssa Thompson;36593;https://www.futbin.com/25/player/36593/alyssa-thompson;74;silver;Angel City FC;NWSL;United States;86;66;69;78;41;58
5000;Phillip Tietz;36594;https://www.futbin.com/25/player/36594/phillip-tietz;74;silver;FC Augsburg;Bundesliga;Germany;65;74;56;68;33;79
5001;Karl Toko Ekambi;36595;https://www.futbin.com/25/player/36595/karl-toko-ekambi;74;silver;Ettifaq FC;ROSHN Saudi League;Cameroon;83;74;69;75;24;70
5002;Luis Henrique Tomaz de Lima;36596;https://www.futbin.com/25/player/36596/luis-henrique-tomaz-de-lima;74;silver;OM;Ligue 1 Uber Eats;Brazil;82;67;71;73;45;72
5003;Pablo Torre Carral;36597;https://www.futbin.com/25/player/36597/pablo-torre-carral;74;silver;FC Barcelona;LALIGA EA SPORTS;Spain;72;64;76;76;45;53
5004;Facundo Torres;36598;https://www.futbin.com/25/player/36598/facundo-torres;74;silver;Orlando City;MLS;Uruguay;81;70;69;74;38;54
5005;Jordan Torunarigha;36599;https://www.futbin.com/25/player/36599/jordan-torunarigha;74;silver;KAA Gent;1A Pro League;Nigeria;82;41;63;63;74;76
5006;Cenk Tosun;36600;https://www.futbin.com/25/player/36600/cenk-tosun;74;silver;Fenerbahçe;Trendyol Süper Lig;Türkiye;66;75;67;71;36;72
5007;Adama Traoré;36601;https://www.futbin.com/25/player/36601/adama-traore;74;silver;Ferencvárosi TC;Magyar Liga;Mali;87;71;65;75;23;60
5008;Stefano Turati;36602;https://www.futbin.com/25/player/36602/stefano-turati;74;silver;Monza;Serie A TIM;Italy;75;71;71;78;35;74
5009;Matt Turner;36603;https://www.futbin.com/25/player/36603/matt-turner;74;silver;Nott'm Forest;Premier League;United States;74;72;67;74;40;73
5010;Gennaro Tutino;36604;https://www.futbin.com/25/player/36604/gennaro-tutino;74;silver;Sampdoria;Serie BKT;Italy;81;76;68;74;38;66
5011;Ayase Ueda;36605;https://www.futbin.com/25/player/36605/ayase-ueda;74;silver;Feyenoord;Eredivisie;Japan;75;75;57;68;28;70
5012;Filip Ugrinic;36606;https://www.futbin.com/25/player/36606/filip-ugrinic;74;silver;BSC Young Boys;CSSL;Switzerland;77;72;74;75;68;84
5013;Michelle Ulbrich;36607;https://www.futbin.com/25/player/36607/michelle-ulbrich;74;silver;SV Werder Bremen;GPFBL;Germany;46;55;68;67;77;75
5014;Sven Ulreich;36608;https://www.futbin.com/25/player/36608/sven-ulreich;74;silver;FC Bayern München;Bundesliga;Germany;75;69;62;79;41;73
5015;Itxaso Uriarte Santamaria;36609;https://www.futbin.com/25/player/36609/itxaso-uriarte-santamaria;74;silver;Athletic Club;Liga F;Spain;53;59;69;59;78;66
5016;Irina Priscilla Uribe García;36610;https://www.futbin.com/25/player/36610/irina-priscilla-uribe-garcia;74;silver;Levante LP;Liga F;Spain;77;74;72;75;46;77
5017;Nicolai Vallys;36611;https://www.futbin.com/25/player/36611/nicolai-vallys;74;silver;Brøndby IF;3F Superliga;Denmark;81;68;71;75;35;75
5018;Olivia Van der Jagt;36612;https://www.futbin.com/25/player/36612/olivia-van-der-jagt;74;silver;OL Reign;NWSL;United States;65;55;65;68;74;63
5019;Daphne van Domselaar;36613;https://www.futbin.com/25/player/36613/daphne-van-domselaar;74;silver;Arsenal;Barclays WSL;Netherlands;73;69;66;74;40;75
5020;Milan van Ewijk;36614;https://www.futbin.com/25/player/36614/milan-van-ewijk;74;silver;Coventry City;EFL Championship;Netherlands;92;57;64;71;69;71
5021;Ricky van Wolfswinkel;36615;https://www.futbin.com/25/player/36615/ricky-van-wolfswinkel;74;silver;FC Twente;Eredivisie;Netherlands;66;74;69;70;48;73
5022;Vladyslav Vanat;36616;https://www.futbin.com/25/player/36616/vladyslav-vanat;74;silver;Dynamo Kyiv;Ukrayina Liha;Ukraine;79;74;59;73;26;64
5023;Nuno Albertino Varela Tavares;36617;https://www.futbin.com/25/player/36617/nuno-albertino-varela-tavares;74;silver;Latium;Serie A TIM;Portugal;84;65;69;72;68;76
5024;Michele Vasconcelos;36618;https://www.futbin.com/25/player/36618/michele-vasconcelos;74;silver;Utah Royals FC;NWSL;United States;68;69;67;73;46;59
5025;Johan Vásquez;36619;https://www.futbin.com/25/player/36619/johan-vasquez;74;silver;Genoa;Serie A TIM;Mexico;61;32;58;57;74;75
5026;Katrine Veje;36620;https://www.futbin.com/25/player/36620/katrine-veje;74;silver;Crystal Palace;Barclays WSL;Denmark;66;45;73;66;72;69
5027;Unai Vencedor Paris;36621;https://www.futbin.com/25/player/36621/unai-vencedor-paris;74;silver;R. Racing Club;LALIGA HYPERMOTION;Spain;62;68;73;74;74;73
5028;Yorbe Vertessen;36622;https://www.futbin.com/25/player/36622/yorbe-vertessen;74;silver;Union Berlin;Bundesliga;Belgium;89;73;66;74;34;70
5029;Arturo Vidal;36623;https://www.futbin.com/25/player/36623/arturo-vidal;74;silver;Colo-Colo;Libertadores;Chile;55;74;76;72;76;75
5030;Bruna Vilamala Costa;36624;https://www.futbin.com/25/player/36624/bruna-vilamala-costa;74;silver;Brighton;Barclays WSL;Spain;82;73;62;74;33;60
5031;Tonny Vilhena;36625;https://www.futbin.com/25/player/36625/tonny-vilhena;74;silver;Panathinaikos;Hellas Liga;Netherlands;70;72;75;74;73;76
5032;Antonio Villa Suárez;36626;https://www.futbin.com/25/player/36626/antonio-villa-suarez;74;silver;Girona FC;LALIGA EA SPORTS;Spain;74;65;73;76;53;48
5033;Iván Villar Martínez;36627;https://www.futbin.com/25/player/36627/ivan-villar-martinez;74;silver;RC Celta;LALIGA EA SPORTS;Spain;73;72;71;76;32;74
5034;Cortnee Vine;36628;https://www.futbin.com/25/player/36628/cortnee-vine;74;silver;NC Courage;NWSL;Australia;81;67;66;76;33;49
5035;Odysseas Vlachodimos;36629;https://www.futbin.com/25/player/36629/odysseas-vlachodimos;74;silver;Newcastle Utd;Premier League;Greece;75;73;66;74;43;74
5036;Jed Wallace;36630;https://www.futbin.com/25/player/36630/jed-wallace;74;silver;West Brom;EFL Championship;England;76;68;71;73;45;66
5037;Daniel Wass;36631;https://www.futbin.com/25/player/36631/daniel-wass;74;silver;Brøndby IF;3F Superliga;Denmark;69;72;75;74;70;75
5038;Tsuyoshi Watanabe;36632;https://www.futbin.com/25/player/36632/tsuyoshi-watanabe;74;silver;KAA Gent;1A Pro League;Japan;77;29;47;55;75;76
5039;Timothy Weah;36633;https://www.futbin.com/25/player/36633/timothy-weah;74;silver;Juventus;Serie A TIM;United States;85;70;67;75;63;69
5040;Ashley Westwood;36634;https://www.futbin.com/25/player/36634/ashley-westwood;74;silver;Charlotte FC;MLS;England;54;64;75;71;70;73
5041;Ben Whiteman;36635;https://www.futbin.com/25/player/36635/ben-whiteman;74;silver;Preston;EFL Championship;England;64;65;74;69;68;77
5042;Morgan Whittaker;36636;https://www.futbin.com/25/player/36636/morgan-whittaker;74;silver;Plymouth Argyle;EFL Championship;England;78;73;67;74;38;65
5043;Silvan Widmer;36637;https://www.futbin.com/25/player/36637/silvan-widmer;74;silver;1. FSV Mainz 05;Bundesliga;Switzerland;72;62;70;72;71;77
5044;Sophia Winkler;36638;https://www.futbin.com/25/player/36638/sophia-winkler;74;silver;SGS Essen;GPFBL;Germany;73;74;73;72;59;74
5045;Lily Woodham;36639;https://www.futbin.com/25/player/36639/lily-woodham;74;silver;OL Reign;NWSL;Wales;76;53;65;66;73;69
5046;Christopher Wooh;36640;https://www.futbin.com/25/player/36640/christopher-wooh;74;silver;Stade Rennais FC;Ligue 1 Uber Eats;Cameroon;68;45;57;62;73;76
5047;Joe Worrall;36641;https://www.futbin.com/25/player/36641/joe-worrall;74;silver;Burnley;EFL Championship;England;50;25;51;45;75;76
5048;Roman Yaremchuk;36642;https://www.futbin.com/25/player/36642/roman-yaremchuk;74;silver;Olympiacos FC;Hellas Liga;Ukraine;73;72;68;69;44;75
5049;Okay Yokuşlu;36643;https://www.futbin.com/25/player/36643/okay-yokuslu;74;silver;Trabzonspor;Trendyol Süper Lig;Türkiye;56;70;70;68;72;81
5050;Christos Zafeiris;36644;https://www.futbin.com/25/player/36644/christos-zafeiris;74;silver;Slavia Praha;Česká Liga;Norway;77;68;72;78;66;75
5051;Arsen Zakharyan;36645;https://www.futbin.com/25/player/36645/arsen-zakharyan;74;silver;Real Sociedad;LALIGA EA SPORTS;Russia;79;70;74;72;53;60
5052;Joseba Zaldúa Bengoetxea;36646;https://www.futbin.com/25/player/36646/joseba-zaldua-bengoetxea;74;silver;Cádiz CF;LALIGA HYPERMOTION;Spain;66;37;66;67;73;75
5053;Fernando Zampedri;36647;https://www.futbin.com/25/player/36647/fernando-zampedri;74;silver;Uni. Católica;Sudamericana;Argentina;58;78;56;68;29;75
5054;Cédric Zesiger;36648;https://www.futbin.com/25/player/36648/cedric-zesiger;74;silver;VfL Wolfsburg;Bundesliga;Switzerland;67;43;57;61;73;80
5055;Julia Zigiotti;36649;https://www.futbin.com/25/player/36649/julia-zigiotti;74;silver;FC Bayern München;GPFBL;Sweden;69;64;75;76;60;55
5056;Fernando Zuqui;36650;https://www.futbin.com/25/player/36650/fernando-zuqui;74;silver;Uni. Católica;Sudamericana;Argentina;70;63;75;72;69;69
5057;Liel Abada;37985;https://www.futbin.com/25/player/37985/liel-abada;74;silver;Charlotte FC;MLS;Israel;87;72;67;73;41;59
5058;Kerry Abello;37986;https://www.futbin.com/25/player/37986/kerry-abello;74;silver;Orlando Pride;NWSL;United States;68;64;71;74;71;66
5059;Akor Jerome Adams;37987;https://www.futbin.com/25/player/37987/akor-jerome-adams;74;silver;Montpellier;Ligue 1 Uber Eats;Nigeria;81;73;56;70;29;76
5060;Anel Ahmedhodžić;37988;https://www.futbin.com/25/player/37988/anel-ahmedhodzic;74;silver;Sheffield Utd;EFL Championship;Bosnia and Herzegovina;74;41;59;61;74;78
5061;Ludovic Ajorque;37989;https://www.futbin.com/25/player/37989/ludovic-ajorque;74;silver;Stade Brestois 29;Ligue 1 Uber Eats;France;52;75;62;66;45;84
5062;Sergio Akieme Rodríguez;37990;https://www.futbin.com/25/player/37990/sergio-akieme-rodriguez;74;silver;Stade de Reims;Ligue 1 Uber Eats;Spain;78;48;60;71;71;71
5063;Kevin Akpoguma;37991;https://www.futbin.com/25/player/37991/kevin-akpoguma;74;silver;TSG Hoffenheim;Bundesliga;Nigeria;74;48;59;70;75;74
5064;Ali Al Bulayhi;37992;https://www.futbin.com/25/player/37992/ali-al-bulayhi;74;silver;Al Hilal;ROSHN Saudi League;Saudi Arabia;51;38;43;46;73;85
5065;Sultan Al Ghannam;37993;https://www.futbin.com/25/player/37993/sultan-al-ghannam;74;silver;Al Nassr;ROSHN Saudi League;Saudi Arabia;81;60;73;75;66;68
5066;Rubén Alcaraz Jiménez;37994;https://www.futbin.com/25/player/37994/ruben-alcaraz-jimenez;74;silver;Cádiz CF;LALIGA HYPERMOTION;Spain;51;71;76;71;73;81
5067;Marie-Yasmine Alidou;37995;https://www.futbin.com/25/player/37995/marie-yasmine-alidou;74;silver;SL Benfica;Liga Portugal Feminino;Canada;73;73;72;74;42;62
5068;Samuel Almeida Costa;37996;https://www.futbin.com/25/player/37996/samuel-almeida-costa;74;silver;RCD Mallorca;LALIGA EA SPORTS;Portugal;62;63;67;68;70;73
5069;Andrea Álvarez;37997;https://www.futbin.com/25/player/37997/andrea-alvarez;74;silver;SD Eibar;Liga F;Guatemala;74;77;63;74;41;69
5070;Sergio Álvarez Díaz;37998;https://www.futbin.com/25/player/37998/sergio-alvarez-diaz;74;silver;SD Eibar;LALIGA HYPERMOTION;Spain;56;65;67;67;70;82
5071;Carlos Vinícius Alves Morais;37999;https://www.futbin.com/25/player/37999/carlos-vinicius-alves-morais;74;silver;Fulham;Premier League;Brazil;70;75;60;69;41;79
5072;Bernadette Amani;38000;https://www.futbin.com/25/player/38000/bernadette-amani;74;silver;SD Eibar;Liga F;Côte d'Ivoire;64;47;68;70;74;71
5073;Tiago Maria Antunes Gouveia;38001;https://www.futbin.com/25/player/38001/tiago-maria-antunes-gouveia;74;silver;SL Benfica;Liga Portugal;Portugal;85;68;67;76;32;61
5074;Julian Araujo;38002;https://www.futbin.com/25/player/38002/julian-araujo;74;silver;AFC Bournemouth;Premier League;Mexico;90;33;62;69;70;75
5075;Amira Arfaoui;38003;https://www.futbin.com/25/player/38003/amira-arfaoui;74;silver;SV Werder Bremen;GPFBL;Switzerland;78;70;71;76;50;67
5076;Sergio Arribas Calvo;38004;https://www.futbin.com/25/player/38004/sergio-arribas-calvo;74;silver;UD Almería;LALIGA HYPERMOTION;Spain;69;76;70;76;32;51
5077;Takuma Asano;38005;https://www.futbin.com/25/player/38005/takuma-asano;74;silver;RCD Mallorca;LALIGA EA SPORTS;Japan;86;68;63;77;33;70
5078;Lorenz Assignon;38006;https://www.futbin.com/25/player/38006/lorenz-assignon;74;silver;Stade Rennais FC;Ligue 1 Uber Eats;France;74;51;63;72;70;67
5079;Eduard Atuesta;38007;https://www.futbin.com/25/player/38007/eduard-atuesta;74;silver;LAFC;MLS;Colombia;63;57;75;76;67;70
5080;Ludwig Augustinsson;38008;https://www.futbin.com/25/player/38008/ludwig-augustinsson;74;silver;RSC Anderlecht;1A Pro League;Sweden;66;59;74;67;73;71
5081;Gabriel Ávalos;38009;https://www.futbin.com/25/player/38009/gabriel-avalos;74;silver;Independiente;LPF;Paraguay;67;74;61;73;46;82
5082;Ousseynou Ba;38010;https://www.futbin.com/25/player/38010/ousseynou-ba;74;silver;Başakşehir;Trendyol Süper Lig;Senegal;69;31;46;55;74;80
5083;Dorian Bailey;38011;https://www.futbin.com/25/player/38011/dorian-bailey;74;silver;Bay FC;NWSL;United States;73;63;70;72;71;76
5084;Patrick Bamford;38012;https://www.futbin.com/25/player/38012/patrick-bamford;74;silver;Leeds United;EFL Championship;England;74;72;68;71;41;74
5085;Keidi Bare;38013;https://www.futbin.com/25/player/38013/keidi-bare;74;silver;Real Zaragoza;LALIGA HYPERMOTION;Albania;72;55;67;72;71;77
5086;Vasilios Barkas;38014;https://www.futbin.com/25/player/38014/vasilios-barkas;74;silver;FC Utrecht;Eredivisie;Greece;74;72;73;75;42;72
5087;Nahuel Barrios;38015;https://www.futbin.com/25/player/38015/nahuel-barrios;74;silver;San Lorenzo;Libertadores;Argentina;90;66;67;79;37;46
5088;Toma Bašić;38016;https://www.futbin.com/25/player/38016/toma-basic;74;silver;Latium;Serie A TIM;Croatia;43;65;75;72;72;74
5089;Gelson Dany Batalha Martins;38017;https://www.futbin.com/25/player/38017/gelson-dany-batalha-martins;74;silver;Olympiacos FC;Hellas Liga;Portugal;86;67;67;81;51;54
5090;Jan Bednarek;38018;https://www.futbin.com/25/player/38018/jan-bednarek;74;silver;Southampton;Premier League;Poland;43;22;55;55;75;77
5091;Armel Bella Kotchap;38019;https://www.futbin.com/25/player/38019/armel-bella-kotchap;74;silver;Southampton;Premier League;Germany;76;25;50;50;74;77
5092;László Bénes;38020;https://www.futbin.com/25/player/38020/laszlo-benes;74;silver;Union Berlin;Bundesliga;Slovakia;57;76;76;75;49;66
5093;Manuel Benson;38021;https://www.futbin.com/25/player/38021/manuel-benson;74;silver;Burnley;EFL Championship;Angola;82;70;69;78;35;44
5094;Christian Benteke;38022;https://www.futbin.com/25/player/38022/christian-benteke;74;silver;D.C. United;MLS;Belgium;46;75;62;67;32;77
5095;Maike Berentzen;38023;https://www.futbin.com/25/player/38023/maike-berentzen;74;silver;SGS Essen;GPFBL;Germany;68;65;74;71;69;73
5096;Croix Bethune;38024;https://www.futbin.com/25/player/38024/croix-bethune;74;silver;Washington Spirit;NWSL;United States;71;71;71;75;55;60
5097;Michelle Betos;38025;https://www.futbin.com/25/player/38025/michelle-betos;74;silver;NJ/NY Gotham;NWSL;United States;73;74;70;75;38;74
5098;Samuele Birindelli;38026;https://www.futbin.com/25/player/38026/samuele-birindelli;74;silver;Monza;Serie A TIM;Italy;83;52;65;71;70;63
5099;Antonio Blanco Conde;38027;https://www.futbin.com/25/player/38027/antonio-blanco-conde;74;silver;D. Alavés;LALIGA EA SPORTS;Spain;52;57;68;67;70;62
5100;Rubén Blanco Veiga;38028;https://www.futbin.com/25/player/38028/ruben-blanco-veiga;74;silver;OM;Ligue 1 Uber Eats;Spain;79;72;73;74;53;70
5101;Arnaud Bodart;38029;https://www.futbin.com/25/player/38029/arnaud-bodart;74;silver;Standard Liège;1A Pro League;Belgium;77;71;69;74;55;74
5102;Valeriy Bondar;38030;https://www.futbin.com/25/player/38030/valeriy-bondar;74;silver;Shakhtar Donetsk;Ukrayina Liha;Ukraine;71;32;63;65;75;74
5103;Gemma Bonner;38031;https://www.futbin.com/25/player/38031/gemma-bonner;74;silver;Liverpool;Barclays WSL;England;46;47;44;58;76;74
5104;Sebastiaan Bornauw;38032;https://www.futbin.com/25/player/38032/sebastiaan-bornauw;74;silver;VfL Wolfsburg;Bundesliga;Belgium;74;45;59;55;74;77
5105;Rubén Botta;38033;https://www.futbin.com/25/player/38033/ruben-botta;74;silver;Talleres;Libertadores;Argentina;81;72;74;76;40;69
5106;Edoardo Bove;38034;https://www.futbin.com/25/player/38034/edoardo-bove;74;silver;AS Roma;Serie A TIM;Italy;66;68;67;74;74;70
5107;Michaela Brandenburg;38035;https://www.futbin.com/25/player/38035/michaela-brandenburg;74;silver;SV Werder Bremen;GPFBL;Germany;65;53;67;64;74;76
5108;Belle Briede;38036;https://www.futbin.com/25/player/38036/belle-briede;74;silver;Houston Dash;NWSL;United States;48;67;69;74;67;59
5109;David Brooks;38037;https://www.futbin.com/25/player/38037/david-brooks;74;silver;AFC Bournemouth;Premier League;Wales;65;69;73;77;48;58
5110;Jody Brown;38038;https://www.futbin.com/25/player/38038/jody-brown;74;silver;SL Benfica;Liga Portugal Feminino;Jamaica;76;69;67;73;43;60
5111;Josh Brownhill;38039;https://www.futbin.com/25/player/38039/josh-brownhill;74;silver;Burnley;EFL Championship;England;66;70;72;73;72;77
5112;Matteo Brunori;38040;https://www.futbin.com/25/player/38040/matteo-brunori;74;silver;Palermo;Serie BKT;Italy;79;73;63;75;42;74
5113;Pavel Bucha;38041;https://www.futbin.com/25/player/38041/pavel-bucha;74;silver;FC Cincinnati;MLS;Czechia;71;68;74;75;69;71
5114;Tajon Buchanan;38042;https://www.futbin.com/25/player/38042/tajon-buchanan;74;silver;Lombardia FC;Serie A TIM;Canada;92;65;66;74;67;73
5115;Adam Buksa;38043;https://www.futbin.com/25/player/38043/adam-buksa;74;silver;FC Midtjylland;3F Superliga;Poland;63;74;57;68;32;77
5116;Wouter Burger;38044;https://www.futbin.com/25/player/38044/wouter-burger;74;silver;Stoke City;EFL Championship;Netherlands;75;63;69;68;69;80
5117;Juan David Cabal;38045;https://www.futbin.com/25/player/38045/juan-david-cabal;74;silver;Juventus;Serie A TIM;Colombia;71;38;68;65;74;73
5118;Leandro Cabrera;38046;https://www.futbin.com/25/player/38046/leandro-cabrera;74;silver;RCD Espanyol;LALIGA EA SPORTS;Uruguay;54;45;57;53;74;79
5119;Anthony Caci;38047;https://www.futbin.com/25/player/38047/anthony-caci;74;silver;1. FSV Mainz 05;Bundesliga;France;69;54;70;70;72;74
5120;Nicolò Cambiaghi;38048;https://www.futbin.com/25/player/38048/nicolo-cambiaghi;74;silver;Bologna;Serie A TIM;Italy;77;72;65;77;38;68
5121;Laurie Cance;38049;https://www.futbin.com/25/player/38049/laurie-cance;74;silver;Havre AC;D1 Arkema;France;75;69;74;74;56;74
5122;Todd Cantwell;38050;https://www.futbin.com/25/player/38050/todd-cantwell;74;silver;Rangers;cinch Prem;England;71;67;71;76;43;52
5123;Elia Caprile;38051;https://www.futbin.com/25/player/38051/elia-caprile;74;silver;SSC Napoli;Serie A TIM;Italy;72;72;72;77;48;74
5124;Cindy Caputo;38052;https://www.futbin.com/25/player/38052/cindy-caputo;74;silver;AS Saint Étienne;D1 Arkema;France;76;74;70;76;45;67
5125;Daniel Cárdenas Líndez;38053;https://www.futbin.com/25/player/38053/daniel-cardenas-lindez;74;silver;Rayo Vallecano;LALIGA EA SPORTS;Spain;74;71;73;77;44;68
5126;José Antonio Caro Díaz;38054;https://www.futbin.com/25/player/38054/jose-antonio-caro-diaz;74;silver;Cádiz CF;LALIGA HYPERMOTION;Spain;74;70;69;75;38;76
5127;Ramiro Carrera;38055;https://www.futbin.com/25/player/38055/ramiro-carrera;74;silver;Lanús;Sudamericana;Argentina;79;71;73;73;64;76
5128;Leonardo Carrilho Baptistão;38056;https://www.futbin.com/25/player/38056/leonardo-carrilho-baptistao;74;silver;UD Almería;LALIGA HYPERMOTION;Brazil;76;73;69;74;33;69
5129;Fábio Leandro Carvalho;38057;https://www.futbin.com/25/player/38057/fabio-leandro-carvalho;74;silver;Brentford;Premier League;Portugal;77;68;68;77;45;51
5130;Vitor Carvalho Vieira;38058;https://www.futbin.com/25/player/38058/vitor-carvalho-vieira;74;silver;SC Braga;Liga Portugal;Brazil;75;62;64;71;72;75
5131;Milton Casco;38059;https://www.futbin.com/25/player/38059/milton-casco;74;silver;River Plate;Libertadores;Argentina;75;68;74;78;67;76
